categories,time_series_description,development,value_ranges,file_name,time_series_time_series_description,value_development,percentage_change,notes,TimeSeriesDescription,Development,percentageChange,value_ranges_explanation,percentage_ranges,note,timeSeriesDescription,valueDevelopment,percentageRanges,ValueDevelopment,additional_notes,percentage_change_time_series_description,development_time_series_description,details,value_ranges_details
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Stability', 'Growth', 'Direction', 'Pattern']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Stability': 'Low', 'Growth': 'Negative', 'Direction': 'Decreasing', 'Pattern': 'Plateau'}","The time series shows a significant downward trend from approximately 204.59 (100%) at the beginning to 100.66 (49.2%) at the end.  The initial period shows a long plateau of values around 204.59.  Then, a slow but consistent decrease occurs over time with little fluctuation.  The final values remain stable at approximately 100.66.","{'start': '204.59 (100%)', 'end': '100.66 (49.2%)', 'range': '103.93 (50.8%)'}",0718037875934.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Noise', 'Predictability']","{'Trend': 'Upward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Slow', 'Stability': 'High', 'Noise': 'Low', 'Predictability': 'High'}","The time series shows a slow, generally upward trend.  The values remain relatively stable over long periods, with little fluctuation.  There is no obvious seasonality or cyclical pattern.","{'min': '105.68%', 'max': '111.85%'}",ASIN_B07YWKCPPF.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Pattern', 'Predictability', 'Smoothness', 'Outliers']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Pattern': 'Flat', 'Predictability': 'High', 'Smoothness': 'High', 'Outliers': 'None'}","The time series shows a clear downward trend, starting at approximately 100% and decreasing to around 62.5%.  The values remain relatively constant within short periods, exhibiting very low volatility. There is no visible seasonality or cyclical pattern.","{'minimum': '62.5%', 'maximum': '100%'}",4719072965440.csv,,,,,,,,,,,,,,,,,,,
"['Stability', 'Volatility', 'Trend', 'Seasonality', 'Cycles', 'Growth', 'Autocorrelation', 'Noise', 'Prediction', 'Structure']","{'Stability': 'Low', 'Volatility': 'Moderate', 'Trend': 'Upward', 'Seasonality': 'Weak', 'Cycles': 'Absent', 'Growth': 'Positive', 'Autocorrelation': 'High', 'Noise': 'Low', 'Prediction': 'Possible', 'Structure': 'Linear'}","The time series shows an initial period of stability followed by a significant drop. After the drop, there is a general upward trend with periods of relative stability and minor fluctuations.  The later period shows prolonged stability at a higher level than initially.","{'minimum': '88%', 'maximum': '115%'}",5702016370195.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Predictability', 'Noise']","{'Trend': 'Downward', 'Volatility': 'Moderate', 'Seasonality': 'Weak', 'Cycles': 'Absent', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Negative', 'Stability': 'Low', 'Predictability': 'Moderate', 'Noise': 'Present'}","The time series shows a predominantly downward trend, starting around 42.87 and eventually reaching as low as 6.15.  There are periods of relative stability, where the price remains constant for several days, followed by sharper declines. Volatility is moderate, with some periods of higher price fluctuations than others. There is no clear seasonal pattern or cyclical behavior observable in this data.","{'start': '70-100%', 'end': '0-30%'}",ASIN_B00DQGBYDC.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Stability', 'Pattern', 'Growth', 'Cyclicity', 'Noise', 'Predictability', 'Autocorrelation']","{'Trend': 'Downward', 'Seasonality': 'None', 'Volatility': 'Low', 'Stability': 'High', 'Pattern': 'Linear', 'Growth': 'Negative', 'Cyclicity': 'Absent', 'Noise': 'Minimal', 'Predictability': 'High', 'Autocorrelation': 'High'}","The time series shows a gradual, consistent downward trend.  There is minimal fluctuation around this trend.","{'minimum': '46.9% (of range)', 'maximum': '49.9% (of range)'}",ASIN_B0039RH7RK.csv,,,,,,,,,,,,,,,,,,,
"['Stability', 'Volatility', 'Trend', 'Seasonality', 'Cycles', 'Growth', 'Fluctuation', 'Pattern', 'Predictability', 'Outliers']","{'Stability': 'Low', 'Volatility': 'Medium', 'Trend': 'Slight upward', 'Seasonality': 'Weak', 'Cycles': 'None', 'Growth': 'Minor', 'Fluctuation': 'Occasional', 'Pattern': 'Irregular', 'Predictability': 'Low', 'Outliers': 'Few'}","The time series shows a generally stable price with occasional periods of moderate volatility.  There's a slight upward trend over the entire period, but no clear seasonal or cyclical patterns.  The price fluctuates irregularly, making long-term prediction difficult.  Values remain relatively consistent for extended periods, then experience sudden but infrequent changes.","{'minimum': '97%', 'maximum': '115%'}",ASIN_B01HRYFODO.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Cycles': 'None', 'Stationarity': 'None', 'Patterns': 'None', 'Outliers': 'None', 'Structure': 'Empty', 'Predictability': 'Impossible'}","The time series is empty; therefore, no development can be described.","{'min': 'N/A', 'max': 'N/A', 'range': 'N/A'}",ASIN_B09J7Z85MP.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Autocorrelation', 'Cycles', 'Stationarity', 'Growth', 'Stability', 'Noise', 'Predictability']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Autocorrelation': 'High', 'Cycles': 'None', 'Stationarity': 'No', 'Growth': 'Negative', 'Stability': 'Low', 'Noise': 'Low', 'Predictability': 'High'}","The time series shows a clear downward trend.  The price started around 329 and gradually decreased to 280 over the observed period.  There is little fluctuation around the trend line, indicating low volatility. The lack of noticeable seasonal patterns or cyclical behavior is apparent.  The high autocorrelation suggests strong dependence between consecutive observations.  The non-stationarity is due to the downward trend.","{'minimum': '280%', 'maximum': '329%'}",ASIN_B07QLRBT42.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Pattern', 'Stability', 'Growth', 'Direction', 'Fluctuation', 'Persistence']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Pattern': 'Stable', 'Stability': 'High', 'Growth': 'Negative', 'Direction': 'Decreasing', 'Fluctuation': 'Minimal', 'Persistence': 'Consistent'}",The time series shows a consistent downward trend with minimal fluctuation.  The price starts at approximately 7.54 and gradually decreases to approximately 5.49 over the time period. There is no significant seasonality or cyclical pattern observed.,"{'minimum': '5.49%', 'maximum': '7.54%'}",ASIN_B08VN345D4.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Predictability', 'Patterns']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Negative', 'Stability': 'Low', 'Predictability': 'High', 'Patterns': 'Flat'}",The time series shows a significant downward trend over the observed period.  The values remain relatively constant for extended periods before shifting to a slightly lower level. This suggests a lack of seasonality and cyclical patterns.,"{'minimum': '36.11%', 'maximum': '46.41%'}",ASIN_B082YP8T4Q.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Prediction', 'Outliers', 'Smoothness', 'Noise']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'Weak', 'Cycles': 'Absent', 'Autocorrelation': 'High', 'Stationarity': 'Non-stationary', 'Prediction': 'Difficult', 'Outliers': 'Few', 'Smoothness': 'Relatively smooth', 'Noise': 'Low'}","The time series shows a clear downward trend, starting at approximately 72 and decreasing to around 54 over the time period.  Volatility is low with small fluctuations around the trend. There's little evidence of strong seasonality or cyclical patterns. The autocorrelation is likely high due to the relatively smooth and slowly changing nature of the data.","{'min': '54.0%', 'max': '72.0%'}",ASIN_B09M567CZT.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Growth', 'Stability', 'Pattern', 'Cycles', 'Noise', 'Outliers', 'Predictability']","{'Trend': 'SlightUpward', 'Seasonality': 'None', 'Volatility': 'Low', 'Growth': 'Slow', 'Stability': 'High', 'Pattern': 'Flat', 'Cycles': 'None', 'Noise': 'Minimal', 'Outliers': 'Few', 'Predictability': 'High'}",The time series shows a very gradual upward trend with minimal fluctuations.  Most of the data points remain very close to each other.,"{'minimum': '69.52%', 'maximum': '71.64%'}",ASIN_B09N4SJLWM.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Outliers', 'Predictability']","{'Trend': 'Slight_Upward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Minimal', 'Stability': 'Relatively_High', 'Outliers': 'One', 'Predictability': 'High'}","The time series shows a very slight upward trend over the three-year period, with a significant drop in value at the very end.  Most of the time series values remain relatively stable. The overall change is approximately a 5% increase from the initial value, followed by a significant -29% drop. ","{'minimum': '12.99% (representing the lowest value)', 'maximum': '18.17% (representing the highest value)', 'range': '18.17%-12.99%=5.18%'}",ASIN_B086CF6G66.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Pattern', 'Predictability']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Negative', 'Stability': 'Low', 'Pattern': 'Flat', 'Predictability': 'High'}","The time series shows a significant downward trend, starting at approximately 215.00 and decreasing to around 76.41 over the observed period.  The values remain relatively stable for extended periods, exhibiting low volatility. There is no discernible seasonality or cyclical pattern.","{'initial': {'min': '100%', 'max': '100%'}, 'final': {'min': '35.54%', 'max': '35.54%'}}",5714708000457.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Prediction', 'Outliers', 'Noise', 'Pattern']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Prediction': 'Easy', 'Outliers': 'None', 'Noise': 'Low', 'Pattern': 'Stable'}","The time series shows a slight downward trend, with the price gradually decreasing from approximately 9.70 to 9.57 over the period.  The values are relatively stable with minimal fluctuation. ","{'min': '95-96%', 'max': '97-98%'}",ASIN_B08L5DH4MB.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Growth', 'Stability', 'Pattern', 'Autocorrelation', 'Noise', 'Prediction']","{'Trend': 'Downward', 'Volatility': 'Decreasing', 'Seasonality': 'Weak', 'Cycles': 'Absent', 'Growth': 'Negative', 'Stability': 'Low', 'Pattern': 'Linear', 'Autocorrelation': 'High', 'Noise': 'Low', 'Prediction': 'Difficult'}","The time series shows a strong downward trend, starting at approximately 15.60 and decreasing to around 2.07.  The initial period exhibits high stability, but volatility decreases over time as the values converge towards the lower end of the range.","{'start': '80-100%', 'end': '0-20%'}",ASIN_B073WW1JV9.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Outliers', 'Predictability']","{'Trend': 'SlightUpward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'Non-stationary', 'Growth': 'Slow', 'Stability': 'High', 'Outliers': 'None', 'Predictability': 'High'}",,"{'minimum': '99.7%', 'maximum': '100.3%'}",3165140957663.csv,,"The time series shows a very gradual, almost imperceptible upward trend.  The values remain relatively constant for extended periods before slightly increasing.",,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Stability', 'Growth', 'Cyclicality', 'Stationarity', 'Prediction', 'Outliers', 'Autocorrelation']","{'Trend': 'Slight upward', 'Seasonality': 'Weak', 'Volatility': 'Moderate', 'Stability': 'Low', 'Growth': 'Slow', 'Cyclicality': 'Weak', 'Stationarity': 'No', 'Prediction': 'Difficult', 'Outliers': 'Few', 'Autocorrelation': 'Low'}","The time series shows a slight upward trend over the period, with some periods of relative stability and others with greater volatility.  There is weak evidence of seasonality, and the overall growth is slow.  The presence of some outliers and low autocorrelation indicates instability and makes prediction challenging.","{'min': '90-100%', 'max': '120-130%'}",ASIN_B07WH4QD8H.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Predictability', 'Pattern']","['Upward', 'Low', 'None', 'None', 'High', 'Non-stationary', 'Slow', 'High', 'High', 'Linear']","The time series shows a slow, upward linear trend with very low volatility.  The price remains relatively stable over the entire period, exhibiting high autocorrelation.  There is no discernible seasonality or cyclical pattern.","{'minimum': '5.11%', 'maximum': '5.46%'}",ASIN_B004FVE8XA.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Volatility', 'Seasonality', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Predictability', 'Pattern']","{'Trend': 'Downward', 'Volatility': 'Low', 'Seasonality': 'None', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Negative', 'Stability': 'Low', 'Predictability': 'High', 'Pattern': 'Plateau'}","The time series shows a significant downward trend, starting at approximately 194.82 and decreasing to around 65.44.  The values remain relatively constant for extended periods before shifting to a new, lower plateau.  There's minimal variation within these plateau periods.","{'start': '100%', 'end': '33.6%'}",4713294224057.csv,,,,,,,,,,,,,,,,,,,
,,,"{'minimum': '60%', 'maximum': '100%'}",ASIN_B083N1F256.csv,"{'Trend': 'Upward', 'Seasonality': 'None', 'Volatility': 'Low', 'Growth': 'Slow', 'Stability': 'High', 'Pattern': 'Flat', 'Cycles': 'Absent', 'Autocorrelation': 'High', 'Prediction': 'Easy', 'Accuracy': 'High'}","The time series shows a generally upward trend with periods of stagnation.  The price remains relatively constant for extended durations, with gradual increases over the overall timeframe.",,,,,,,,,,,,,,,,,
,"{'Trend': 'Upward', 'Seasonality': 'Weak', 'Volatility': 'Low', 'Growth': 'Slow', 'Stability': 'Moderate', 'Pattern': 'Linear', 'Cycles': 'Absent', 'Outliers': 'Few', 'Noise': 'Low', 'Predictability': 'High'}","The time series shows a gradual, almost linear, upward trend over time.  There is minimal seasonality or cyclical variation.  The values increase slowly from approximately 8.99 to approximately 12.46.","{'min': '8.99%', 'max': '12.46%', 'range': '34.7%'}",ASIN_B09NF21P74.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Cycles': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Stationarity': 'None', 'Irregularity': 'None', 'Predictability': 'None', 'Structure': 'Empty', 'Pattern': 'None'}","The time series is empty; therefore, no development can be described.","{'minimum': 'N/A', 'maximum': 'N/A', 'range': 'N/A'}",4057081070145.csv,,,,,,,,,,,,,,,,,,,
"['Trend', 'Seasonality', 'Volatility', 'Cycles', 'Autocorrelation', 'Stationarity', 'Growth', 'Stability', 'Outliers', 'Predictability']","{'Trend': 'Downward', 'Seasonality': 'None', 'Volatility': 'Low', 'Cycles': 'None', 'Autocorrelation': 'High', 'Stationarity': 'No', 'Growth': 'Negative', 'Stability': 'Low', 'Outliers': 'None', 'Predictability': 'High'}","The time series shows a general downward trend, with the price consistently declining over the observation period.  There is minimal variability and no apparent cyclical or seasonal patterns. The values remain relatively stable within a narrow range, indicating high autocorrelation.","{'minimum': '26.18%', 'maximum': '28.81%'}",ASIN_B074HGMVN3.csv,,,,,,,,,,,,,,,,,,,
,"{'Trend': 'None', 'Seasonality': 'None', 'Volatility': 'None', 'Autocorrelation': 'None', 'Cycles': 'None', 'Pattern': 'None', 'Noise': 'None', 'Stationarity': 'None', 'Predictability': 'None', 'Structure': 'None'}","The time series is empty; therefore, no development can be described.","{'minimum': 'N/A', 'maximum': 'N/A', 'range': 'N/A'}",ASIN_B01AW9STJ2.csv,,,,,,,,,,,,,,,,,,,
